Student ID,Student Name,Campus Location,Study Mode,Course Name,Application Date,Agent Name,Application Stage,Business Development Manager,Total Fee,Fee Paid,Intake Name,Date of Birth,Date Conditional Offer,Date Unconditional Offer,Date Enrolled,Email
S0634,Hayley Williams,Dublin,Part-time,BBA,4/23/2025,Global Edu,Conditional Offer,Maria Garcia,10577,817,25-Jan,11/19/2003,5/22/2025,,,sanderskelly@yahoo.com
S0635,Justin Christian,Dublin,Evening,MSc Data Science,3/28/2025,Global Edu,Enquiry,David Lee,14935,466,25-May,6/28/2003,,,,christopher94@yahoo.com
S0636,Michelle Jones,London,Part-time,MBA,12/26/2024,UniBridge,Enrolled,Robert Smith,17351,10617,25-Jan,8/8/1991,4/16/2025,5/6/2025,6/3/2025,annejohnson@gmail.com
S0637,Dr. Scott Lyons Jr.,Paris,Part-time,MSc Data Science,3/7/2025,Bright Horizons,Enrolled,Emma Brown,21588,17288,25-Jan,7/29/2004,5/13/2025,6/19/2025,6/24/2025,richardsonbrandon@hotmail.com
S0638,Jeffery Smith,Paris,Part-time,MSc Data Science,11/5/2024,UniBridge,Enrolled,Emma Brown,22286,11352,25-May,8/5/1997,2/12/2025,3/16/2025,4/21/2025,amber20@barnes-green.biz
S0639,Scott King,Paris,Part-time,BA Economics,7/7/2024,Global Edu,Conditional Offer,David Lee,15753,531,25-Sep,4/14/1999,8/24/2024,,,rosstina@duke.info
S0640,William Carter,Paris,Part-time,MSc Data Science,6/24/2025,EduPath,Conditional Offer,Emma Brown,16521,1027,25-Sep,11/23/2000,6/30/2025,,,llucas@cochran-martinez.com
S0641,Darryl Diaz,Berlin,Weekend,MSc Marketing,3/18/2025,Bright Horizons,Conditional Offer,David Lee,23334,1627,25-Jan,6/4/1990,5/31/2025,,,christopherhaynes@smith-neal.com
S0642,Charlene Lam,Madrid,Part-time,BA Economics,12/20/2024,UniBridge,Conditional Offer,Robert Smith,22005,6489,25-Jan,9/23/1999,1/13/2025,,,elizabeth10@price-yang.com
S0643,Albert Sullivan,Dublin,Part-time,MSc Data Science,9/25/2024,Bright Horizons,Unconditional Offer,Robert Smith,15123,9236,25-May,5/10/1995,6/28/2025,6/30/2025,,markharrison@hotmail.com
S0644,Norman Mcdonald,Paris,Part-time,BA Economics,4/25/2025,Global Edu,Conditional Offer,Maria Garcia,15622,1431,25-May,2/4/2001,6/20/2025,,,louisdavis@smith.com
S0645,Alexandra Chapman,Dublin,Full-time,MSc Marketing,11/24/2024,EduPath,Enrolled,David Lee,21592,19730,25-Sep,3/26/1992,4/20/2025,6/16/2025,6/28/2025,scarter@harris-alvarez.com
S0646,Troy Bradley,Berlin,Full-time,MSc Data Science,4/17/2025,UniBridge,Conditional Offer,David Lee,14702,3374,25-Jan,3/23/2002,6/29/2025,,,todd11@grant.com
S0647,Mark Adams,Paris,Evening,MBA,2/7/2025,Future Abroad,Enquiry,Maria Garcia,9520,33,25-Sep,12/18/2000,,,,vtodd@yahoo.com
S0648,Sarah Jackson,Paris,Full-time,MBA,12/1/2024,EduPath,Unconditional Offer,Robert Smith,13125,12593,25-May,4/9/1994,2/18/2025,5/3/2025,,murraystacy@yahoo.com
S0649,Olivia Davis,London,Full-time,BBA,12/4/2024,EduPath,Enrolled,David Lee,18716,9405,25-Jan,4/10/1992,3/22/2025,6/15/2025,6/25/2025,cooperjoel@russell-thomas.com
S0650,Joseph Bond,Madrid,Evening,BBA,5/19/2025,Global Edu,Enrolled,Robert Smith,24199,18345,25-Sep,4/13/1993,6/1/2025,6/19/2025,6/21/2025,veronicaburnett@gmail.com
S0651,Morgan Edwards,Paris,Weekend,MBA,4/19/2025,EduPath,Conditional Offer,Maria Garcia,20478,3704,25-May,5/23/1990,5/5/2025,,,mooreantonio@gmail.com
S0652,Robert Buck,London,Full-time,MSc Data Science,7/31/2024,Bright Horizons,Enrolled,David Lee,24382,13787,25-Sep,6/4/2001,12/15/2024,6/2/2025,6/17/2025,aprice@gmail.com
S0653,Steven Hartman,Dublin,Weekend,BSc Computer Science,4/19/2025,Bright Horizons,Conditional Offer,Robert Smith,9565,812,25-Jan,11/10/1999,4/22/2025,,,morriskelly@moreno-brown.com
S0654,Marilyn Fritz,Madrid,Evening,BBA,3/11/2025,UniBridge,Conditional Offer,Alice Johnson,20256,3228,25-Sep,5/5/1995,5/20/2025,,,johnlawrence@hotmail.com
S0655,Stephanie Hodges,Dublin,Full-time,BA Economics,7/20/2024,EduPath,Unconditional Offer,Emma Brown,21473,10975,25-May,8/1/1993,7/26/2024,2/18/2025,,carol68@hotmail.com
S0656,David Johnson,London,Evening,BBA,2/18/2025,Bright Horizons,Enrolled,Emma Brown,12433,9454,25-Sep,11/29/1991,4/11/2025,6/30/2025,7/1/2025,fhunter@gardner.com
S0657,Michelle Wolfe,London,Part-time,BBA,1/12/2025,UniBridge,Unconditional Offer,Robert Smith,21706,20628,25-May,1/14/2001,3/2/2025,6/13/2025,,zlong@smith.org
S0658,Nicole Crawford,Paris,Full-time,MSc Marketing,5/9/2025,Global Edu,Enrolled,Alice Johnson,12140,11836,25-May,4/17/1998,5/30/2025,6/3/2025,6/5/2025,juliehart@gmail.com
S0659,Valerie Benton,Berlin,Evening,MSc Marketing,8/19/2024,Future Abroad,Enrolled,Emma Brown,17887,17186,25-Sep,11/24/2001,12/29/2024,5/21/2025,5/21/2025,dbaldwin@yahoo.com
S0660,Lindsey Wallace,London,Evening,BSc Computer Science,6/18/2025,UniBridge,Enrolled,Alice Johnson,10701,10612,25-Sep,8/17/2002,6/23/2025,6/26/2025,6/27/2025,evansjean@yahoo.com
S0661,Thomas Lopez,Dublin,Part-time,MSc Marketing,12/29/2024,Bright Horizons,Enquiry,Maria Garcia,15947,34,25-May,5/18/2004,,,,mossolivia@reese-robinson.com
S0662,Jason Welch,Berlin,Weekend,BBA,1/11/2025,EduPath,Enrolled,Alice Johnson,24866,21860,25-Sep,4/27/2006,4/13/2025,6/4/2025,6/22/2025,lopezpaul@yahoo.com
S0663,Eric Jones,Paris,Evening,BA Economics,3/9/2025,Bright Horizons,Conditional Offer,David Lee,12798,3018,25-Jan,11/16/2002,5/18/2025,,,danny03@jones.com
S0664,Lori Johnson,Dublin,Weekend,BBA,4/28/2025,UniBridge,Enquiry,Maria Garcia,13200,24,25-May,10/3/2004,,,,megancole@aguirre-noble.com
S0665,Steven Watson,Dublin,Weekend,MBA,11/22/2024,UniBridge,Conditional Offer,David Lee,19518,1100,25-Sep,1/9/1990,12/7/2024,,,pattersonchristopher@flynn.info
S0666,Lisa Martinez,Paris,Full-time,BSc Computer Science,4/2/2025,Future Abroad,Enrolled,Emma Brown,11439,9502,25-Sep,3/24/2004,6/14/2025,6/16/2025,6/17/2025,scott40@yahoo.com
S0667,Gerald Benjamin,Berlin,Evening,BA Economics,5/17/2025,Global Edu,Enrolled,David Lee,19218,14010,25-Sep,6/14/2006,6/13/2025,6/30/2025,6/30/2025,vthomas@gmail.com
S0668,Julia Mitchell,Paris,Weekend,MSc Data Science,3/26/2025,Future Abroad,Conditional Offer,Maria Garcia,22070,4632,25-May,6/10/1991,4/30/2025,,,buckjoshua@rodriguez-barker.com
S0669,Michelle Manning,Dublin,Part-time,MSc Marketing,9/5/2024,UniBridge,Unconditional Offer,David Lee,9651,7397,25-May,8/18/2006,12/11/2024,6/8/2025,,smithashley@kennedy.net
S0670,Austin Mosley,Berlin,Full-time,BA Economics,6/2/2025,Future Abroad,Unconditional Offer,Maria Garcia,14301,7325,25-Jan,11/29/1993,6/25/2025,7/1/2025,,francisjordan@gmail.com
S0671,Michael Spencer,Dublin,Full-time,MSc Marketing,9/22/2024,Global Edu,Conditional Offer,Maria Garcia,19116,5179,25-May,1/12/1990,2/23/2025,,,misty17@austin.info
S0672,Darlene Nichols,London,Weekend,BSc Computer Science,9/24/2024,EduPath,Unconditional Offer,Robert Smith,15225,13699,25-May,3/7/1997,11/6/2024,5/27/2025,,drakekyle@pitts-payne.info
S0673,Bryan Anderson,Berlin,Weekend,MBA,8/3/2024,UniBridge,Unconditional Offer,Robert Smith,16401,12399,25-Sep,9/7/1991,10/2/2024,5/11/2025,,joyce09@cohen.net
S0674,Scott Brown,London,Part-time,BA Economics,8/30/2024,Global Edu,Conditional Offer,Emma Brown,12277,1694,25-May,7/14/1989,2/28/2025,,,melissa43@yahoo.com
S0675,Don Casey,Berlin,Weekend,MSc Data Science,3/26/2025,UniBridge,Enrolled,Emma Brown,15730,10494,25-Jan,2/7/1998,5/17/2025,6/19/2025,6/20/2025,coxashley@hotmail.com
S0676,Mary Mercado,Dublin,Full-time,BSc Computer Science,10/21/2024,Global Edu,Conditional Offer,Robert Smith,20251,3574,25-Sep,5/25/1997,10/31/2024,,,smithdavid@hall.com
S0677,Lisa Lawson,Berlin,Part-time,MBA,10/20/2024,Global Edu,Conditional Offer,Alice Johnson,19134,4705,25-Jan,1/5/1994,5/16/2025,,,wyattmiguel@little.com
S0678,Molly Marsh DDS,Madrid,Part-time,BBA,5/5/2025,Bright Horizons,Enrolled,Maria Garcia,17442,15710,25-Jan,6/8/2001,6/2/2025,6/9/2025,6/25/2025,raymondchavez@martin.com
S0679,Meghan Gonzalez,Dublin,Weekend,BA Economics,11/28/2024,UniBridge,Enrolled,Alice Johnson,22801,21811,25-Sep,8/17/1992,3/4/2025,6/6/2025,6/16/2025,xrobinson@gmail.com
S0680,Michael Hamilton,London,Weekend,BBA,4/27/2025,Future Abroad,Conditional Offer,Robert Smith,16865,4011,25-May,10/28/1992,6/17/2025,,,jpearson@gmail.com
S0681,Diana Edwards,Berlin,Weekend,MSc Data Science,6/1/2025,UniBridge,Conditional Offer,Robert Smith,15447,4156,25-May,3/1/2007,6/24/2025,,,ronaldhall@yahoo.com
S0682,Matthew Poole,Berlin,Weekend,BBA,6/7/2025,EduPath,Enrolled,Maria Garcia,18847,14095,25-May,4/15/1996,6/21/2025,6/22/2025,6/22/2025,sstewart@gmail.com
S0683,Raymond Morris,Dublin,Evening,BBA,10/18/2024,Bright Horizons,Unconditional Offer,Emma Brown,18838,16069,25-Sep,1/9/1991,1/2/2025,6/4/2025,,gmurphy@yahoo.com
S0684,Allen Wood,Madrid,Evening,MSc Marketing,9/3/2024,Global Edu,Conditional Offer,Alice Johnson,19622,5570,25-May,8/12/1999,12/15/2024,,,stevencastaneda@copeland.com
S0685,Teresa Fritz,Dublin,Weekend,MBA,5/18/2025,EduPath,Withdrawn,Maria Garcia,20046,451,25-Jan,3/27/2005,,,,foxkaren@hotmail.com
S0686,Julie Jackson,Dublin,Full-time,BSc Computer Science,8/22/2024,UniBridge,Unconditional Offer,Alice Johnson,14744,9006,25-May,9/22/1995,10/25/2024,3/23/2025,,teresa30@yahoo.com
S0687,Sarah Vaughan,Madrid,Part-time,BBA,12/18/2024,Global Edu,Conditional Offer,David Lee,13038,1891,25-Jan,9/5/2005,3/21/2025,,,carolynsmith@franklin.com
S0688,Sara Gallagher,London,Part-time,MSc Marketing,5/31/2025,UniBridge,Conditional Offer,Robert Smith,13227,3380,25-May,3/20/1994,6/25/2025,,,don66@gmail.com
S0689,Jennifer Brown,Dublin,Part-time,BBA,12/19/2024,EduPath,Enrolled,Robert Smith,15625,14111,25-Jan,1/22/1992,12/21/2024,6/30/2025,6/30/2025,timothyharris@yahoo.com
S0690,Matthew Wise,Madrid,Full-time,BA Economics,12/2/2024,Future Abroad,Enquiry,David Lee,12019,387,25-Sep,9/18/1990,,,,matthewnolan@yahoo.com
S0691,Kimberly Thomas,Paris,Part-time,MBA,3/4/2025,UniBridge,Enrolled,David Lee,16202,9760,25-May,5/4/1995,6/29/2025,6/30/2025,6/30/2025,christopherpotter@gmail.com
S0692,Jennifer Grant,Paris,Weekend,BBA,3/29/2025,UniBridge,Enrolled,David Lee,14313,7518,25-Sep,11/30/1995,5/14/2025,6/22/2025,6/28/2025,laura53@brock.com
S0693,Connor Villegas,London,Part-time,MSc Data Science,6/16/2025,Global Edu,Unconditional Offer,David Lee,18970,11544,25-Sep,9/19/2005,6/20/2025,6/23/2025,,adamperkins@yahoo.com
S0694,Brandy Warner,Madrid,Full-time,MBA,2/10/2025,Bright Horizons,Unconditional Offer,Maria Garcia,18014,15278,25-Jan,4/13/2005,5/13/2025,5/27/2025,,zsteele@becker-graham.com
S0695,Jason Powell,London,Weekend,BA Economics,6/21/2025,Bright Horizons,Enquiry,Emma Brown,24681,278,25-Sep,7/15/2005,,,,gwatkins@hotmail.com
S0696,Yolanda Johnson,Madrid,Evening,BA Economics,5/14/2025,UniBridge,Conditional Offer,Maria Garcia,15296,3146,25-Jan,4/29/1999,5/14/2025,,,thomasadam@yahoo.com
S0697,Christopher Johnston DDS,London,Weekend,MSc Data Science,4/28/2025,Future Abroad,Enquiry,Robert Smith,21071,376,25-Jan,7/7/1991,,,,qjenkins@white.com
S0698,Natasha Berger,Paris,Part-time,MSc Marketing,4/2/2025,Global Edu,Unconditional Offer,Robert Smith,16383,15109,25-Jan,8/1/2001,6/17/2025,6/22/2025,,charlotte89@gmail.com
S0699,Dr. Christopher Morse,Berlin,Full-time,BBA,6/9/2025,EduPath,Conditional Offer,Alice Johnson,22681,3987,25-Sep,9/10/2006,6/13/2025,,,jmartinez@ward-sullivan.com
S0700,Michele Walker,Dublin,Evening,BBA,9/16/2024,Bright Horizons,Enrolled,Maria Garcia,21367,14436,25-Sep,2/22/1998,2/23/2025,5/20/2025,6/11/2025,nathaniel49@yahoo.com
S0701,Raven Williams,Dublin,Full-time,BBA,4/4/2025,Future Abroad,Conditional Offer,David Lee,9412,2096,25-Jan,8/21/1994,4/21/2025,,,jorgebush@gmail.com
S0702,Melissa Meyers,Dublin,Part-time,BSc Computer Science,10/2/2024,EduPath,Conditional Offer,Robert Smith,20579,2878,25-Jan,2/6/1993,5/8/2025,,,tracyorozco@swanson-jones.biz
S0703,Laura Hunter,Dublin,Part-time,MSc Marketing,4/2/2025,Future Abroad,Enrolled,Alice Johnson,23539,18348,25-Sep,5/20/1999,7/1/2025,7/1/2025,7/1/2025,jimenezangel@gmail.com
S0704,Andrew Diaz,London,Evening,MBA,2/17/2025,Global Edu,Conditional Offer,Maria Garcia,22804,1450,25-May,2/15/2000,6/19/2025,,,blackbarbara@whitney.biz
S0705,Peter Montgomery,Berlin,Evening,MBA,9/29/2024,Global Edu,Enrolled,David Lee,9476,4747,25-May,5/3/1997,6/17/2025,6/19/2025,6/20/2025,shearichard@lyons.biz
S0706,Kara Williams,Berlin,Weekend,BA Economics,5/10/2025,EduPath,Conditional Offer,Emma Brown,9481,1231,25-Jan,6/12/2002,5/13/2025,,,blakewilliams@johnson.net
S0707,Brian Gonzalez,Madrid,Full-time,MSc Marketing,8/28/2024,EduPath,Unconditional Offer,David Lee,18387,15383,25-Jan,8/18/2005,12/25/2024,4/16/2025,,drewramirez@gmail.com
S0708,Rebecca Hall,Dublin,Evening,MSc Marketing,2/21/2025,UniBridge,Withdrawn,Emma Brown,20229,367,25-Jan,11/28/1999,,,,lorigraham@gmail.com
S0709,Don Hughes,Dublin,Full-time,BSc Computer Science,11/3/2024,EduPath,Conditional Offer,Emma Brown,24863,1457,25-Sep,1/22/1996,11/6/2024,,,karen31@nolan.biz
S0710,Travis Gross,Madrid,Full-time,MBA,6/9/2025,Future Abroad,Enquiry,Maria Garcia,13368,223,25-May,1/21/2007,,,,nathan94@hotmail.com
S0711,Ryan Macias,London,Part-time,BA Economics,10/11/2024,Global Edu,Enrolled,Emma Brown,20281,16263,25-Sep,2/8/2003,5/16/2025,6/7/2025,6/9/2025,ycarter@hotmail.com
S0712,Kristen Cummings,Berlin,Evening,MBA,8/2/2024,Future Abroad,Unconditional Offer,Alice Johnson,11559,6897,25-May,3/31/1991,8/28/2024,6/9/2025,,nicholaslopez@hodge-morrison.com
S0713,Jennifer Stevens,Dublin,Weekend,MSc Data Science,7/30/2024,UniBridge,Enquiry,Maria Garcia,19080,368,25-Sep,6/6/2000,,,,padillajohn@gmail.com
S0714,Jennifer Mckinney,London,Part-time,BBA,1/1/2025,UniBridge,Unconditional Offer,Emma Brown,24020,16444,25-Sep,1/26/1999,2/17/2025,5/4/2025,,klopez@yahoo.com
S0715,Karen Chen,London,Evening,MBA,6/12/2025,Global Edu,Conditional Offer,Emma Brown,15422,956,25-May,5/22/1994,6/15/2025,,,georgeoconnor@combs.com
S0716,Jordan Meza,Paris,Weekend,MBA,11/8/2024,Bright Horizons,Unconditional Offer,Emma Brown,18759,18196,25-Jan,4/1/2003,11/19/2024,3/11/2025,,hallmelissa@hotmail.com
S0717,Amy Orozco,Dublin,Part-time,BSc Computer Science,9/18/2024,Future Abroad,Conditional Offer,Maria Garcia,16182,2278,25-Jan,7/27/1997,1/14/2025,,,allengary@hotmail.com
S0718,James Gomez,London,Full-time,BSc Computer Science,6/22/2025,Global Edu,Conditional Offer,Maria Garcia,24889,510,25-Jan,1/29/1991,7/1/2025,,,samanthakrause@williams-bush.com
S0719,Patrick Miller,Paris,Evening,MSc Data Science,7/29/2024,Future Abroad,Conditional Offer,David Lee,10443,2208,25-May,10/21/1998,6/24/2025,,,melissapace@yahoo.com
S0720,Mandy Roberts,Dublin,Evening,BSc Computer Science,6/23/2025,Bright Horizons,Conditional Offer,Alice Johnson,13026,3058,25-Sep,11/29/1991,6/29/2025,,,timothy99@gmail.com
S0721,Ronald Haynes,Berlin,Evening,BSc Computer Science,8/17/2024,Bright Horizons,Enrolled,Robert Smith,13926,7090,25-Sep,7/30/2000,9/1/2024,12/12/2024,5/14/2025,shawtammy@singleton.net
S0722,Dawn Williams,Dublin,Part-time,MBA,3/9/2025,Bright Horizons,Withdrawn,Maria Garcia,24484,250,25-Jan,9/12/1998,,,,bowersgabriela@jordan.biz
S0723,Allen Edwards,Madrid,Weekend,BA Economics,8/21/2024,UniBridge,Conditional Offer,Emma Brown,14953,3742,25-Sep,7/26/2006,1/18/2025,,,jacksonsamantha@guerrero.com
S0724,Adrian Gutierrez,Madrid,Weekend,BA Economics,2/3/2025,Bright Horizons,Conditional Offer,Maria Garcia,9191,705,25-Sep,11/1/2006,2/4/2025,,,youngsamantha@gmail.com
S0725,Brian Welch,Paris,Part-time,MSc Marketing,11/16/2024,UniBridge,Enquiry,Alice Johnson,9672,420,25-May,2/26/1994,,,,chaserowe@yahoo.com
S0726,Jeffrey Reeves DVM,London,Full-time,MSc Data Science,9/3/2024,Bright Horizons,Conditional Offer,Maria Garcia,20071,2050,25-Jan,12/10/2003,1/8/2025,,,mcook@hotmail.com
S0727,Corey Carlson,London,Weekend,MBA,10/1/2024,Future Abroad,Enquiry,Emma Brown,17163,31,25-May,8/5/1999,,,,shirleywilcox@guzman.com
S0728,Kelsey Murphy,Paris,Full-time,BBA,9/26/2024,EduPath,Conditional Offer,Emma Brown,14474,2474,25-May,1/21/2000,2/6/2025,,,robertwatson@hotmail.com
S0729,Jon Grant,Madrid,Full-time,MBA,10/26/2024,Global Edu,Enrolled,Robert Smith,14221,9730,25-Jan,7/4/1998,2/19/2025,4/19/2025,5/23/2025,michael17@gmail.com
S0730,Lisa Campbell,Paris,Full-time,MSc Data Science,1/7/2025,Future Abroad,Enquiry,Maria Garcia,20804,485,25-Sep,6/20/1994,,,,jamesmitchell@yahoo.com
S0731,Joel Farrell,Dublin,Weekend,BBA,7/4/2024,UniBridge,Enrolled,Robert Smith,22943,13664,25-Sep,10/31/2005,7/25/2024,5/26/2025,6/29/2025,nicholsbrianna@gmail.com
S0732,Sarah Savage,Dublin,Evening,BA Economics,8/3/2024,Future Abroad,Unconditional Offer,Maria Garcia,15060,13611,25-May,5/28/2003,6/5/2025,6/13/2025,,tony52@whitney.biz
S0733,Melissa Jones,Madrid,Weekend,MBA,10/31/2024,Global Edu,Enquiry,Emma Brown,9439,315,25-Sep,9/8/2001,,,,aarnold@johnson.com
S0734,Dean Evans,London,Part-time,BA Economics,11/21/2024,Bright Horizons,Conditional Offer,Emma Brown,18826,2764,25-Jan,3/24/1993,1/11/2025,,,danielle20@hotmail.com
S0735,Brenda Johnson,Madrid,Full-time,BA Economics,6/7/2025,EduPath,Conditional Offer,Robert Smith,18610,5338,25-Jan,7/13/1994,6/17/2025,,,nortondebra@brown-huff.com
S0736,Margaret Williams,Madrid,Full-time,MSc Data Science,5/1/2025,UniBridge,Conditional Offer,Alice Johnson,24495,2546,25-May,5/6/1995,5/22/2025,,,mistygibson@yahoo.com
S0737,Matthew Finley,Paris,Weekend,BSc Computer Science,3/6/2025,UniBridge,Unconditional Offer,Robert Smith,17631,15282,25-Sep,11/1/1991,3/24/2025,6/9/2025,,jilldavis@hotmail.com
S0738,Donna Burgess,Dublin,Weekend,MSc Marketing,8/6/2024,EduPath,Unconditional Offer,Maria Garcia,15280,11757,25-Jan,10/22/1999,1/7/2025,3/21/2025,,xbrown@castro-brady.info
S0739,Patrick Hall,Dublin,Full-time,BBA,5/21/2025,UniBridge,Enquiry,Alice Johnson,17752,111,25-Jan,10/4/2006,,,,mark47@hogan.com
S0740,Timothy Green,Dublin,Part-time,BBA,5/8/2025,UniBridge,Withdrawn,David Lee,20746,261,25-Sep,5/19/1990,,,,sparkspreston@lang.info
S0741,Joseph Taylor,Madrid,Evening,BSc Computer Science,12/1/2024,Bright Horizons,Enquiry,Emma Brown,24178,316,25-Jan,10/13/2001,,,,turnercarrie@hotmail.com
S0742,Jason Taylor,London,Weekend,MBA,12/24/2024,Bright Horizons,Unconditional Offer,David Lee,9325,7132,25-Jan,1/28/2004,5/4/2025,6/21/2025,,manningkelly@gmail.com
S0743,Kathryn Lee,London,Part-time,BBA,6/3/2025,EduPath,Withdrawn,Emma Brown,24362,273,25-Jan,12/7/1996,,,,jennifercox@mclaughlin-walton.com
S0744,Kaylee Davis,Paris,Weekend,BBA,11/8/2024,Future Abroad,Enrolled,Robert Smith,12528,8742,25-Jan,8/22/1991,5/30/2025,6/24/2025,6/25/2025,joshuaprice@cook-miller.com
S0745,Kyle Evans,London,Part-time,MSc Data Science,9/11/2024,UniBridge,Withdrawn,Maria Garcia,15323,81,25-Sep,11/20/1992,,,,laura91@morales-montgomery.biz
S0746,Kathy Anderson,London,Evening,MBA,6/13/2025,EduPath,Unconditional Offer,Emma Brown,23233,12719,25-May,10/14/2000,6/19/2025,6/29/2025,,tortiz@smith.com
S0747,Daniel Wagner,Berlin,Evening,BA Economics,11/6/2024,EduPath,Enrolled,David Lee,20406,13230,25-Jan,12/27/1998,3/23/2025,6/26/2025,6/28/2025,parksjeffrey@hotmail.com
S0748,Katherine Garcia,Berlin,Full-time,BA Economics,5/12/2025,UniBridge,Unconditional Offer,David Lee,24280,23939,25-Sep,11/1/1990,6/23/2025,6/23/2025,,hphillips@gmail.com
S0749,Darius Jennings,Madrid,Weekend,MSc Data Science,8/9/2024,Global Edu,Unconditional Offer,Maria Garcia,11331,10060,25-Sep,9/11/1992,10/19/2024,12/29/2024,,hannahhansen@morris-meyer.com
S0750,Jonathan Grant,Paris,Weekend,BBA,10/8/2024,Future Abroad,Unconditional Offer,Emma Brown,20976,14403,25-Sep,11/12/1992,12/23/2024,2/3/2025,,ssmith@yahoo.com
S0751,Brian Thompson,Berlin,Evening,BA Economics,3/31/2025,UniBridge,Conditional Offer,Alice Johnson,21118,4582,25-Sep,7/21/1989,5/25/2025,,,bschroeder@mitchell.com
S0752,Jennifer Wright,Paris,Evening,MBA,1/15/2025,Global Edu,Conditional Offer,David Lee,15932,982,25-Sep,4/3/1994,3/27/2025,,,danielmartinez@leach.net
S0753,Jeremiah Anderson,Paris,Part-time,BBA,1/18/2025,Bright Horizons,Conditional Offer,Maria Garcia,15413,3864,25-Sep,5/29/1993,1/26/2025,,,emmarodriguez@smith.com
S0754,Anthony Rivera,Berlin,Weekend,MBA,3/5/2025,Bright Horizons,Unconditional Offer,Robert Smith,16244,12838,25-May,11/3/1994,3/12/2025,6/25/2025,,karenking@ramirez-collins.com
S0755,Kevin Waters,Dublin,Weekend,MSc Data Science,3/7/2025,UniBridge,Enquiry,David Lee,22924,336,25-Sep,11/14/2006,,,,edwardclark@barnes.com
S0756,Morgan Sims,London,Evening,BA Economics,4/19/2025,Future Abroad,Withdrawn,Emma Brown,23011,449,25-Sep,1/3/2006,,,,suzannewilliams@hotmail.com
S0757,Benjamin Rogers,Paris,Full-time,BA Economics,5/27/2025,Future Abroad,Unconditional Offer,Robert Smith,13292,10415,25-May,11/11/2003,6/25/2025,6/27/2025,,pphillips@hotmail.com
S0758,Isaac Fitzgerald,Dublin,Full-time,BBA,11/23/2024,Global Edu,Enquiry,Alice Johnson,10417,61,25-Jan,1/15/2002,,,,rickysmith@yahoo.com
S0759,Shawn Nichols,Berlin,Weekend,BBA,12/15/2024,Future Abroad,Unconditional Offer,Robert Smith,19170,12355,25-Jan,8/24/1997,6/25/2025,6/29/2025,,mlee@roberts-simmons.org
S0760,Jennifer Johnson,London,Evening,BA Economics,2/4/2025,Future Abroad,Conditional Offer,Emma Brown,15513,2061,25-Sep,9/2/1998,6/1/2025,,,lozanomatthew@gmail.com
S0761,Jason Parker,Madrid,Evening,BA Economics,8/18/2024,Future Abroad,Unconditional Offer,David Lee,13571,10673,25-May,7/24/1998,11/24/2024,2/27/2025,,vazquezpamela@simpson-cunningham.com
S0762,Dennis Bowen,Berlin,Part-time,BA Economics,8/12/2024,Bright Horizons,Enrolled,Alice Johnson,15414,9045,25-May,8/1/2005,6/25/2025,6/28/2025,6/30/2025,tiffany42@zavala.com
S0763,Darren Gardner,Madrid,Weekend,MSc Data Science,6/14/2025,Global Edu,Conditional Offer,Emma Brown,19485,3242,25-Sep,12/9/2000,6/21/2025,,,millerdiane@hotmail.com
S0764,Madison Neal,Madrid,Weekend,MSc Marketing,1/29/2025,EduPath,Enquiry,Alice Johnson,17578,169,25-May,7/18/1994,,,,williamstaylor@gmail.com
S0765,Shannon Holloway,Berlin,Full-time,BSc Computer Science,2/7/2025,Future Abroad,Unconditional Offer,Robert Smith,19492,10123,25-May,9/22/1994,5/28/2025,5/31/2025,,kylehernandez@anderson.com
S0766,Paul Davis,London,Full-time,MBA,1/29/2025,Bright Horizons,Enrolled,Maria Garcia,14633,8857,25-May,7/24/1997,5/18/2025,6/6/2025,6/22/2025,williamslauren@johnson.com
